PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,HasCabin,Sex_Encoded,Embarked_Encoded,Title_Encoded,AgeGroup_Encoded,FareBin_Encoded
403,0,3,21.0,1,0,9.825,2,0,0,0,2,1,0,2
404,0,3,28.0,1,0,15.85,2,0,0,1,2,2,0,0
405,0,3,20.0,0,0,8.6625,1,1,0,0,2,1,0,2
406,0,2,34.0,1,0,21.0,2,0,0,1,2,2,0,0
407,0,3,51.0,0,0,7.75,1,1,0,1,2,2,2,1
408,1,2,3.0,1,1,18.75,3,0,0,1,2,0,1,0
409,0,3,21.0,0,0,7.775,1,1,0,1,2,2,0,1
410,0,3,18.0,3,1,25.4667,5,0,0,0,2,1,4,0
411,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
412,0,3,26.0,0,0,6.8583,1,1,0,1,1,2,0,1
413,1,1,33.0,1,0,90.0,2,0,1,0,1,1,0,3
414,0,2,31.0,0,0,0.0,1,1,0,1,2,2,0,1
415,1,3,44.0,0,0,7.925,1,1,0,1,2,2,2,2
416,0,3,31.0,0,0,8.05,1,1,0,0,2,3,0,2
417,1,2,34.0,1,1,32.5,3,0,0,0,2,3,0,3
418,1,2,18.0,0,2,13.0,3,0,0,0,2,1,4,2
419,0,2,30.0,0,0,13.0,1,1,0,1,2,2,0,2
420,0,3,10.0,0,2,24.15,3,0,0,0,2,1,1,0
421,0,3,26.0,0,0,7.8958,1,1,0,1,0,2,0,1
422,0,3,21.0,0,0,7.7333,1,1,0,1,1,2,0,1
423,0,3,29.0,0,0,7.875,1,1,0,1,2,2,0,1
424,0,3,28.0,1,1,14.4,3,0,0,0,2,3,0,2
425,0,3,18.0,1,1,20.2125,3,0,0,1,2,2,4,0
426,0,3,26.0,0,0,7.25,1,1,0,1,2,2,0,1
427,1,2,28.0,1,0,26.0,2,0,0,0,2,3,0,0
428,1,2,19.0,0,0,26.0,1,1,0,0,2,1,0,0
429,0,3,26.0,0,0,7.75,1,1,0,1,1,2,0,1
430,1,3,32.0,0,0,8.05,1,1,1,1,2,2,0,2
431,1,1,28.0,0,0,26.55,1,1,1,1,2,2,0,0
432,1,3,31.0,1,0,16.1,2,0,0,0,2,3,0,0
433,1,2,42.0,1,0,26.0,2,0,0,0,2,3,2,0
434,0,3,17.0,0,0,7.125,1,1,0,1,2,2,4,1
435,0,1,50.0,1,0,55.9,2,0,1,1,2,2,2,3
436,1,1,14.0,1,2,120.0,4,0,1,0,2,1,4,3
437,0,3,21.0,2,2,34.375,5,0,0,0,2,1,0,3
438,1,2,24.0,2,3,18.75,6,0,0,0,2,3,0,0
439,0,1,64.0,1,4,263.0,6,0,1,1,2,2,3,3
440,0,2,31.0,0,0,10.5,1,1,0,1,2,2,0,2
441,1,2,45.0,1,1,26.25,3,0,0,0,2,3,2,0
442,0,3,20.0,0,0,9.5,1,1,0,1,2,2,0,2
443,0,3,25.0,1,0,7.775,2,0,0,1,2,2,0,1
444,1,2,28.0,0,0,13.0,1,1,0,0,2,1,0,2
445,1,3,26.0,0,0,8.1125,1,1,0,1,2,2,0,2
446,1,1,4.0,0,2,81.8583,3,0,1,1,2,0,1,3
447,1,2,13.0,0,1,19.5,2,0,0,0,2,1,4,0
448,1,1,34.0,0,0,26.55,1,1,0,1,2,2,0,0
449,1,3,5.0,2,1,19.2583,4,0,0,0,0,1,1,0
450,1,1,52.0,0,0,30.5,1,1,1,1,2,4,2,0
451,0,2,36.0,1,2,27.75,4,0,0,1,2,2,2,0
452,0,3,26.0,1,0,19.9667,2,0,0,1,2,2,0,0
453,0,1,30.0,0,0,27.75,1,1,1,1,0,2,0,0
454,1,1,49.0,1,0,89.1042,2,0,1,1,0,2,2,3
455,0,3,26.0,0,0,8.05,1,1,0,1,2,2,0,2
456,1,3,29.0,0,0,7.8958,1,1,0,1,0,2,0,1
457,0,1,65.0,0,0,26.55,1,1,1,1,2,2,3,0
458,1,1,40.0,1,0,51.8625,2,0,1,0,2,3,2,3
459,1,2,50.0,0,0,10.5,1,1,0,0,2,1,2,2
460,0,3,26.0,0,0,7.75,1,1,0,1,1,2,0,1
461,1,1,48.0,0,0,26.55,1,1,1,1,2,2,2,0
462,0,3,34.0,0,0,8.05,1,1,0,1,2,2,0,2
463,0,1,47.0,0,0,38.5,1,1,1,1,2,2,2,3
464,0,2,48.0,0,0,13.0,1,1,0,1,2,2,2,2
465,0,3,26.0,0,0,8.05,1,1,0,1,2,2,0,2
466,0,3,38.0,0,0,7.05,1,1,0,1,2,2,2,1
467,0,2,31.0,0,0,0.0,1,1,0,1,2,2,0,1
468,0,1,56.0,0,0,26.55,1,1,0,1,2,2,2,0
469,0,3,26.0,0,0,7.725,1,1,0,1,1,2,0,1
470,1,3,0.75,2,1,19.2583,4,0,0,0,0,1,1,0
471,0,3,26.0,0,0,7.25,1,1,0,1,2,2,0,1
472,0,3,38.0,0,0,8.6625,1,1,0,1,2,2,2,2
473,1,2,33.0,1,2,27.75,4,0,0,0,2,3,0,0
474,1,2,23.0,0,0,13.7917,1,1,1,0,0,3,0,2
475,0,3,22.0,0,0,9.8375,1,1,0,0,2,1,0,2
476,0,1,40.0,0,0,52.0,1,1,1,1,2,2,2,3
477,0,2,34.0,1,0,21.0,2,0,0,1,2,2,0,0
478,0,3,29.0,1,0,7.0458,2,0,0,1,2,2,0,1
479,0,3,22.0,0,0,7.5208,1,1,0,1,2,2,0,1
480,1,3,2.0,0,1,12.2875,2,0,0,0,2,1,1,2
481,0,3,9.0,5,2,46.9,8,0,0,1,2,0,1,3
482,0,2,31.0,0,0,0.0,1,1,0,1,2,2,0,1
483,0,3,50.0,0,0,8.05,1,1,0,1,2,2,2,2
484,1,3,63.0,0,0,9.5875,1,1,0,0,2,3,3,2
485,1,1,25.0,1,0,91.0792,2,0,1,1,0,2,0,3
486,0,3,18.0,3,1,25.4667,5,0,0,0,2,1,4,0
487,1,1,35.0,1,0,90.0,2,0,1,0,2,3,0,3
488,0,1,58.0,0,0,29.7,1,1,1,1,0,2,2,0
489,0,3,30.0,0,0,8.05,1,1,0,1,2,2,0,2
490,1,3,9.0,1,1,15.9,3,0,0,1,2,0,1,0
491,0,3,26.0,1,0,19.9667,2,0,0,1,2,2,0,0
492,0,3,21.0,0,0,7.25,1,1,0,1,2,2,0,1
493,0,1,55.0,0,0,30.5,1,1,1,1,2,2,2,0
494,0,1,71.0,0,0,49.5042,1,1,0,1,0,2,3,3
495,0,3,21.0,0,0,8.05,1,1,0,1,2,2,0,2
496,0,3,26.0,0,0,14.4583,1,1,0,1,0,2,0,0
497,1,1,54.0,1,0,78.2667,2,0,1,0,0,1,2,3
498,0,3,26.0,0,0,15.1,1,1,0,1,2,2,0,0
499,0,1,25.0,1,2,151.55,4,0,1,0,2,3,0,3
500,0,3,24.0,0,0,7.7958,1,1,0,1,2,2,0,1
501,0,3,17.0,0,0,8.6625,1,1,0,1,2,2,4,2
502,0,3,21.0,0,0,7.75,1,1,0,0,1,1,0,1
503,0,3,18.0,0,0,7.6292,1,1,0,0,1,1,4,1
504,0,3,37.0,0,0,9.5875,1,1,0,0,2,1,2,2
505,1,1,16.0,0,0,86.5,1,1,1,0,2,1,4,3
506,0,1,18.0,1,0,108.9,2,0,1,1,0,2,4,3
507,1,2,33.0,0,2,26.0,3,0,0,0,2,3,0,0
508,1,1,40.0,0,0,26.55,1,1,0,1,2,2,2,0
509,0,3,28.0,0,0,22.525,1,1,0,1,2,2,0,0
510,1,3,26.0,0,0,56.4958,1,1,0,1,2,2,0,3
511,1,3,29.0,0,0,7.75,1,1,0,1,1,2,0,1
512,0,3,26.0,0,0,8.05,1,1,0,1,2,2,0,2
513,1,1,36.0,0,0,26.2875,1,1,1,1,2,2,2,0
514,1,1,54.0,1,0,59.4,2,0,0,0,0,3,2,3
515,0,3,24.0,0,0,7.4958,1,1,0,1,2,2,0,1
516,0,1,47.0,0,0,34.0208,1,1,1,1,2,2,2,3
517,1,2,34.0,0,0,10.5,1,1,1,0,2,3,0,2
518,0,3,26.0,0,0,24.15,1,1,0,1,1,2,0,0
519,1,2,36.0,1,0,26.0,2,0,0,0,2,3,2,0
520,0,3,32.0,0,0,7.8958,1,1,0,1,2,2,0,1
521,1,1,30.0,0,0,93.5,1,1,1,0,2,1,0,3
522,0,3,22.0,0,0,7.8958,1,1,0,1,2,2,0,1
523,0,3,26.0,0,0,7.225,1,1,0,1,0,2,0,1
524,1,1,44.0,0,1,57.9792,2,0,1,0,0,3,2,3
525,0,3,26.0,0,0,7.2292,1,1,0,1,0,2,0,1
526,0,3,40.5,0,0,7.75,1,1,0,1,1,2,2,1
527,1,2,50.0,0,0,10.5,1,1,0,0,2,1,2,2
528,0,1,40.0,0,0,221.7792,1,1,1,1,2,2,2,3
529,0,3,39.0,0,0,7.925,1,1,0,1,2,2,2,2
530,0,2,23.0,2,1,11.5,4,0,0,1,2,2,0,2
531,1,2,2.0,1,1,26.0,3,0,0,0,2,1,1,0
532,0,3,26.0,0,0,7.2292,1,1,0,1,0,2,0,1
533,0,3,17.0,1,1,7.2292,3,0,0,1,0,2,4,1
534,1,3,31.0,0,2,22.3583,3,0,0,0,0,3,0,0
535,0,3,30.0,0,0,8.6625,1,1,0,0,2,1,0,2
536,1,2,7.0,0,2,26.25,3,0,0,0,2,1,1,0
537,0,1,45.0,0,0,26.55,1,1,1,1,2,4,2,0
538,1,1,30.0,0,0,106.425,1,1,0,0,0,1,0,3
539,0,3,26.0,0,0,14.5,1,1,0,1,2,2,0,0
540,1,1,22.0,0,2,49.5,3,0,1,0,0,1,0,3
541,1,1,36.0,0,2,71.0,3,0,1,0,2,1,2,3
542,0,3,9.0,4,2,31.275,7,0,0,0,2,1,1,3
543,0,3,11.0,4,2,31.275,7,0,0,0,2,1,1,3
544,1,2,32.0,1,0,26.0,2,0,0,1,2,2,0,0
545,0,1,50.0,1,0,106.425,2,0,1,1,0,2,2,3
546,0,1,64.0,0,0,26.0,1,1,0,1,2,2,3,0
547,1,2,19.0,1,0,26.0,2,0,0,0,2,3,0,0
548,1,2,31.0,0,0,13.8625,1,1,0,1,0,2,0,2
549,0,3,33.0,1,1,20.525,3,0,0,1,2,2,0,0
550,1,2,8.0,1,1,36.75,3,0,0,1,2,0,1,3
551,1,1,17.0,0,2,110.8833,3,0,1,1,0,2,4,3
552,0,2,27.0,0,0,26.0,1,1,0,1,2,2,0,0
553,0,3,26.0,0,0,7.8292,1,1,0,1,1,2,0,1
554,1,3,22.0,0,0,7.225,1,1,0,1,0,2,0,1
555,1,3,22.0,0,0,7.775,1,1,0,0,2,1,0,1
556,0,1,62.0,0,0,26.55,1,1,0,1,2,2,3,0
557,1,1,48.0,1,0,39.6,2,0,1,0,0,4,2,3
558,0,1,40.0,0,0,227.525,1,1,0,1,0,2,2,3
559,1,1,39.0,1,1,79.65,3,0,1,0,2,3,2,3
560,1,3,36.0,1,0,17.4,2,0,0,0,2,3,2,0
561,0,3,26.0,0,0,7.75,1,1,0,1,1,2,0,1
562,0,3,40.0,0,0,7.8958,1,1,0,1,2,2,2,1
563,0,2,28.0,0,0,13.5,1,1,0,1,2,2,0,2
564,0,3,26.0,0,0,8.05,1,1,0,1,2,2,0,2
565,0,3,18.0,0,0,8.05,1,1,0,0,2,1,4,2
566,0,3,24.0,2,0,24.15,3,0,0,1,2,2,0,0
567,0,3,19.0,0,0,7.8958,1,1,0,1,2,2,0,1
568,0,3,29.0,0,4,21.075,5,0,0,0,2,3,0,0
569,0,3,26.0,0,0,7.2292,1,1,0,1,0,2,0,1
570,1,3,32.0,0,0,7.8542,1,1,0,1,2,2,0,1
571,1,2,62.0,0,0,10.5,1,1,0,1,2,2,3,2
572,1,1,53.0,2,0,51.4792,3,0,1,0,2,3,2,3
573,1,1,36.0,0,0,26.3875,1,1,1,1,2,2,2,0
574,1,3,18.0,0,0,7.75,1,1,0,0,1,1,4,1
575,0,3,16.0,0,0,8.05,1,1,0,1,2,2,4,2
576,0,3,19.0,0,0,14.5,1,1,0,1,2,2,0,0
577,1,2,34.0,0,0,13.0,1,1,0,0,2,1,0,2
578,1,1,39.0,1,0,55.9,2,0,1,0,2,3,2,3
579,0,3,31.0,1,0,14.4583,2,0,0,0,0,3,0,0
580,1,3,32.0,0,0,7.925,1,1,0,1,2,2,0,2
581,1,2,25.0,1,1,30.0,3,0,0,0,2,1,0,0
582,1,1,39.0,1,1,110.8833,3,0,1,0,0,3,2,3
583,0,2,54.0,0,0,26.0,1,1,0,1,2,2,2,0
584,0,1,36.0,0,0,40.125,1,1,1,1,0,2,2,3
585,0,3,26.0,0,0,8.7125,1,1,0,1,0,2,0,2
586,1,1,18.0,0,2,79.65,3,0,1,0,2,1,4,3
587,0,2,47.0,0,0,15.0,1,1,0,1,2,2,2,0
588,1,1,60.0,1,1,79.2,3,0,1,1,0,2,2,3
589,0,3,22.0,0,0,8.05,1,1,0,1,2,2,0,2
590,0,3,26.0,0,0,8.05,1,1,0,1,2,2,0,2
591,0,3,35.0,0,0,7.125,1,1,0,1,2,2,0,1
592,1,1,52.0,1,0,78.2667,2,0,1,0,0,3,2,3
593,0,3,47.0,0,0,7.25,1,1,0,1,2,2,2,1
594,0,3,18.0,0,2,7.75,3,0,0,0,1,1,4,1
595,0,2,37.0,1,0,26.0,2,0,0,1,2,2,2,0
596,0,3,36.0,1,1,24.15,3,0,0,1,2,2,2,0
597,1,2,24.0,0,0,33.0,1,1,0,0,2,1,0,3
598,0,3,49.0,0,0,0.0,1,1,0,1,2,2,2,1
599,0,3,26.0,0,0,7.225,1,1,0,1,0,2,0,1
600,1,1,49.0,1,0,56.9292,2,0,1,1,0,4,2,3
601,1,2,24.0,2,1,27.0,4,0,0,0,2,3,0,0
602,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
603,0,1,40.0,0,0,42.4,1,1,0,1,2,2,2,3
604,0,3,44.0,0,0,8.05,1,1,0,1,2,2,2,2
605,1,1,35.0,0,0,26.55,1,1,0,1,0,2,0,0
606,0,3,36.0,1,0,15.55,2,0,0,1,2,2,2,0
607,0,3,30.0,0,0,7.8958,1,1,0,1,2,2,0,1
608,1,1,27.0,0,0,30.5,1,1,0,1,2,2,0,0
609,1,2,22.0,1,2,41.5792,4,0,0,0,0,3,0,3
610,1,1,40.0,0,0,153.4625,1,1,1,0,2,1,2,3
611,0,3,39.0,1,5,31.275,7,0,0,0,2,3,2,3
612,0,3,26.0,0,0,7.05,1,1,0,1,2,2,0,1
613,1,3,18.0,1,0,15.5,2,0,0,0,1,1,4,0
614,0,3,26.0,0,0,7.75,1,1,0,1,1,2,0,1
615,0,3,35.0,0,0,8.05,1,1,0,1,2,2,0,2
616,1,2,24.0,1,2,65.0,4,0,0,0,2,1,0,3
617,0,3,34.0,1,1,14.4,3,0,0,1,2,2,0,2
618,0,3,26.0,1,0,16.1,2,0,0,0,2,3,0,0
619,1,2,4.0,2,1,39.0,4,0,1,0,2,1,1,3
620,0,2,26.0,0,0,10.5,1,1,0,1,2,2,0,2
621,0,3,27.0,1,0,14.4542,2,0,0,1,0,2,0,2
622,1,1,42.0,1,0,52.5542,2,0,1,1,2,2,2,3
623,1,3,20.0,1,1,15.7417,3,0,0,1,0,2,0,0
624,0,3,21.0,0,0,7.8542,1,1,0,1,2,2,0,1
625,0,3,21.0,0,0,16.1,1,1,0,1,2,2,0,0
626,0,1,61.0,0,0,32.3208,1,1,1,1,2,2,3,3
627,0,2,57.0,0,0,12.35,1,1,0,1,1,4,2,2
628,1,1,21.0,0,0,77.9583,1,1,1,0,2,1,0,3
629,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
630,0,3,26.0,0,0,7.7333,1,1,0,1,1,2,0,1
631,1,1,80.0,0,0,30.0,1,1,1,1,2,2,3,0
632,0,3,51.0,0,0,7.0542,1,1,0,1,2,2,2,1
633,1,1,32.0,0,0,30.5,1,1,1,1,0,4,0,0
634,0,1,40.0,0,0,0.0,1,1,0,1,2,2,2,1
635,0,3,9.0,3,2,27.9,6,0,0,0,2,1,1,0
636,1,2,28.0,0,0,13.0,1,1,0,0,2,1,0,2
637,0,3,32.0,0,0,7.925,1,1,0,1,2,2,0,2
638,0,2,31.0,1,1,26.25,3,0,0,1,2,2,0,0
639,0,3,41.0,0,5,39.6875,6,0,0,0,2,3,2,3
640,0,3,26.0,1,0,16.1,2,0,0,1,2,2,0,0
641,0,3,20.0,0,0,7.8542,1,1,0,1,2,2,0,1
642,1,1,24.0,0,0,69.3,1,1,1,0,0,1,0,3
643,0,3,2.0,3,2,27.9,6,0,0,0,2,1,1,0
644,1,3,26.0,0,0,56.4958,1,1,0,1,2,2,0,3
645,1,3,0.75,2,1,19.2583,4,0,0,0,0,1,1,0
646,1,1,48.0,1,0,76.7292,2,0,1,1,0,2,2,3
647,0,3,19.0,0,0,7.8958,1,1,0,1,2,2,0,1
648,1,1,56.0,0,0,35.5,1,1,1,1,0,4,2,3
649,0,3,26.0,0,0,7.55,1,1,0,1,2,2,0,1
650,1,3,23.0,0,0,7.55,1,1,0,0,2,1,0,1
651,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
652,1,2,18.0,0,1,23.0,2,0,0,0,2,1,4,0
653,0,3,21.0,0,0,8.4333,1,1,0,1,2,2,0,2
654,1,3,18.0,0,0,7.8292,1,1,0,0,1,1,4,1
655,0,3,18.0,0,0,6.75,1,1,0,0,1,1,4,1
656,0,2,24.0,2,0,73.5,3,0,0,1,2,2,0,3
657,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
658,0,3,32.0,1,1,15.5,3,0,0,0,1,3,0,0
659,0,2,23.0,0,0,13.0,1,1,0,1,2,2,0,2
660,0,1,58.0,0,2,113.275,3,0,1,1,0,2,2,3
661,1,1,50.0,2,0,133.65,3,0,0,1,2,4,2,3
662,0,3,40.0,0,0,7.225,1,1,0,1,0,2,2,1
663,0,1,47.0,0,0,25.5875,1,1,1,1,2,2,2,0
664,0,3,36.0,0,0,7.4958,1,1,0,1,2,2,2,1
665,1,3,20.0,1,0,7.925,2,0,0,1,2,2,0,2
666,0,2,32.0,2,0,73.5,3,0,0,1,2,2,0,3
667,0,2,25.0,0,0,13.0,1,1,0,1,2,2,0,2
668,0,3,26.0,0,0,7.775,1,1,0,1,2,2,0,1
669,0,3,43.0,0,0,8.05,1,1,0,1,2,2,2,2
670,1,1,40.0,1,0,52.0,2,0,1,0,2,3,2,3
671,1,2,40.0,1,1,39.0,3,0,0,0,2,3,2,3
672,0,1,31.0,1,0,52.0,2,0,1,1,2,2,0,3
673,0,2,70.0,0,0,10.5,1,1,0,1,2,2,3,2
674,1,2,31.0,0,0,13.0,1,1,0,1,2,2,0,2
675,0,2,31.0,0,0,0.0,1,1,0,1,2,2,0,1
676,0,3,18.0,0,0,7.775,1,1,0,1,2,2,4,1
677,0,3,24.5,0,0,8.05,1,1,0,1,2,2,0,2
678,1,3,18.0,0,0,9.8417,1,1,0,0,2,1,4,2
679,0,3,43.0,1,6,46.9,8,0,0,0,2,3,2,3
680,1,1,36.0,0,1,512.3292,2,0,1,1,0,2,2,3
681,0,3,18.0,0,0,8.1375,1,1,0,0,1,1,4,2
682,1,1,27.0,0,0,76.7292,1,1,1,1,0,2,0,3
683,0,3,20.0,0,0,9.225,1,1,0,1,2,2,0,2
684,0,3,14.0,5,2,46.9,8,0,0,1,2,2,4,3
685,0,2,60.0,1,1,39.0,3,0,0,1,2,2,2,3
686,0,2,25.0,1,2,41.5792,4,0,0,1,0,2,0,3
687,0,3,14.0,4,1,39.6875,6,0,0,1,2,2,4,3
688,0,3,19.0,0,0,10.1708,1,1,0,1,2,2,0,2
689,0,3,18.0,0,0,7.7958,1,1,0,1,2,2,4,1
690,1,1,15.0,0,1,211.3375,2,0,1,0,2,1,4,3
691,1,1,31.0,1,0,57.0,2,0,1,1,2,2,0,3
692,1,3,4.0,0,1,13.4167,2,0,0,0,0,1,1,2
693,1,3,26.0,0,0,56.4958,1,1,0,1,2,2,0,3
694,0,3,25.0,0,0,7.225,1,1,0,1,0,2,0,1
695,0,1,60.0,0,0,26.55,1,1,0,1,2,4,2,0
696,0,2,52.0,0,0,13.5,1,1,0,1,2,2,2,2
697,0,3,44.0,0,0,8.05,1,1,0,1,2,2,2,2
698,1,3,18.0,0,0,7.7333,1,1,0,0,1,1,4,1
699,0,1,49.0,1,1,110.8833,3,0,1,1,0,2,2,3
700,0,3,42.0,0,0,7.65,1,1,1,1,2,2,2,1
701,1,1,18.0,1,0,227.525,2,0,1,0,0,3,4,3
702,1,1,35.0,0,0,26.2875,1,1,1,1,2,2,0,0
703,0,3,18.0,0,1,14.4542,2,0,0,0,0,1,4,2
704,0,3,25.0,0,0,7.7417,1,1,0,1,1,2,0,1
705,0,3,26.0,1,0,7.8542,2,0,0,1,2,2,0,1
706,0,2,39.0,0,0,26.0,1,1,0,1,2,2,2,0
707,1,2,45.0,0,0,13.5,1,1,0,0,2,3,2,2
708,1,1,42.0,0,0,26.2875,1,1,1,1,2,2,2,0
709,1,1,22.0,0,0,151.55,1,1,0,0,2,1,0,3
710,1,3,4.0,1,1,15.2458,3,0,0,1,0,0,1,0
711,1,1,24.0,0,0,49.5042,1,1,1,0,0,1,0,3
712,0,1,40.0,0,0,26.55,1,1,1,1,2,2,2,0
713,1,1,48.0,1,0,52.0,2,0,1,1,2,2,2,3
714,0,3,29.0,0,0,9.4833,1,1,0,1,2,2,0,2
715,0,2,52.0,0,0,13.0,1,1,0,1,2,2,2,2
716,0,3,19.0,0,0,7.65,1,1,1,1,2,2,0,1
717,1,1,38.0,0,0,227.525,1,1,1,0,0,1,2,3
718,1,2,27.0,0,0,10.5,1,1,1,0,2,1,0,2
719,0,3,26.0,0,0,15.5,1,1,0,1,1,2,0,0
720,0,3,33.0,0,0,7.775,1,1,0,1,2,2,0,1
721,1,2,6.0,0,1,33.0,2,0,0,0,2,1,1,3
722,0,3,17.0,1,0,7.0542,2,0,0,1,2,2,4,1
723,0,2,34.0,0,0,13.0,1,1,0,1,2,2,0,2
724,0,2,50.0,0,0,13.0,1,1,0,1,2,2,2,2
725,1,1,27.0,1,0,53.1,2,0,1,1,2,2,0,3
726,0,3,20.0,0,0,8.6625,1,1,0,1,2,2,0,2
727,1,2,30.0,3,0,21.0,4,0,0,0,2,3,0,0
728,1,3,18.0,0,0,7.7375,1,1,0,0,1,1,4,1
729,0,2,25.0,1,0,26.0,2,0,0,1,2,2,0,0
730,0,3,25.0,1,0,7.925,2,0,0,0,2,1,0,2
731,1,1,29.0,0,0,211.3375,1,1,1,0,2,1,0,3
732,0,3,11.0,0,0,18.7875,1,1,0,1,0,2,1,0
733,0,2,31.0,0,0,0.0,1,1,0,1,2,2,0,1
734,0,2,23.0,0,0,13.0,1,1,0,1,2,2,0,2
735,0,2,23.0,0,0,13.0,1,1,0,1,2,2,0,2
736,0,3,28.5,0,0,16.1,1,1,0,1,2,2,0,0
737,0,3,48.0,1,3,34.375,5,0,0,0,2,3,2,3
738,1,1,35.0,0,0,512.3292,1,1,1,1,0,2,0,3
739,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
740,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
741,1,1,40.0,0,0,30.0,1,1,1,1,2,2,2,0
742,0,1,36.0,1,0,78.85,2,0,1,1,2,2,2,3
743,1,1,21.0,2,2,262.375,5,0,1,0,0,1,0,3
744,0,3,24.0,1,0,16.1,2,0,0,1,2,2,0,0
745,1,3,31.0,0,0,7.925,1,1,0,1,2,2,0,2
746,0,1,70.0,1,1,71.0,3,0,1,1,2,4,3,3
747,0,3,16.0,1,1,20.25,3,0,0,1,2,2,4,0
748,1,2,30.0,0,0,13.0,1,1,0,0,2,1,0,2
749,0,1,19.0,1,0,53.1,2,0,1,1,2,2,0,3
750,0,3,31.0,0,0,7.75,1,1,0,1,1,2,0,1
751,1,2,4.0,1,1,23.0,3,0,0,0,2,1,1,0
752,1,3,6.0,0,1,12.475,2,0,1,1,2,0,1,2
753,0,3,33.0,0,0,9.5,1,1,0,1,2,2,0,2
754,0,3,23.0,0,0,7.8958,1,1,0,1,2,2,0,1
755,1,2,48.0,1,2,65.0,4,0,0,0,2,3,2,3
756,1,2,0.67,1,1,14.5,3,0,0,1,2,0,1,0
757,0,3,28.0,0,0,7.7958,1,1,0,1,2,2,0,1
758,0,2,18.0,0,0,11.5,1,1,0,1,2,2,4,2
759,0,3,34.0,0,0,8.05,1,1,0,1,2,2,0,2
760,1,1,33.0,0,0,86.5,1,1,1,0,2,4,0,3
761,0,3,26.0,0,0,14.5,1,1,0,1,2,2,0,0
762,0,3,41.0,0,0,7.125,1,1,0,1,2,2,2,1
763,1,3,20.0,0,0,7.2292,1,1,0,1,0,2,0,1
764,1,1,36.0,1,2,120.0,4,0,1,0,2,3,2,3
765,0,3,16.0,0,0,7.775,1,1,0,1,2,2,4,1
766,1,1,51.0,1,0,77.9583,2,0,1,0,2,3,2,3
767,0,1,48.5,0,0,39.6,1,1,0,1,0,4,2,3
768,0,3,30.5,0,0,7.75,1,1,0,0,1,1,0,1
769,0,3,26.0,1,0,24.15,2,0,0,1,1,2,0,0
770,0,3,32.0,0,0,8.3625,1,1,0,1,2,2,0,2
771,0,3,24.0,0,0,9.5,1,1,0,1,2,2,0,2
772,0,3,48.0,0,0,7.8542,1,1,0,1,2,2,2,1
773,0,2,57.0,0,0,10.5,1,1,1,0,2,3,2,2
774,0,3,26.0,0,0,7.225,1,1,0,1,0,2,0,1
775,1,2,54.0,1,3,23.0,5,0,0,0,2,3,2,0
776,0,3,18.0,0,0,7.75,1,1,0,1,2,2,4,1
777,0,3,26.0,0,0,7.75,1,1,1,1,1,2,0,1
778,1,3,5.0,0,0,12.475,1,1,0,0,2,1,1,2
779,0,3,26.0,0,0,7.7375,1,1,0,1,1,2,0,1
780,1,1,43.0,0,1,211.3375,2,0,1,0,2,3,2,3
781,1,3,13.0,0,0,7.2292,1,1,0,0,0,1,4,1
782,1,1,17.0,1,0,57.0,2,0,1,0,2,3,4,3
783,0,1,29.0,0,0,30.0,1,1,1,1,2,2,0,0
784,0,3,26.0,1,2,23.45,4,0,0,1,2,2,0,0
785,0,3,25.0,0,0,7.05,1,1,0,1,2,2,0,1
786,0,3,25.0,0,0,7.25,1,1,0,1,2,2,0,1
787,1,3,18.0,0,0,7.4958,1,1,0,0,2,1,4,1
788,0,3,8.0,4,1,29.125,6,0,0,1,1,0,1,0
789,1,3,1.0,1,2,20.575,4,0,0,1,2,0,1,0
790,0,1,46.0,0,0,79.2,1,1,1,1,0,2,2,3
791,0,3,26.0,0,0,7.75,1,1,0,1,1,2,0,1
792,0,2,16.0,0,0,26.0,1,1,0,1,2,2,4,0
793,0,3,18.0,8,2,69.55,11,0,0,0,2,1,4,3
794,0,1,40.0,0,0,30.6958,1,1,0,1,0,2,2,0
795,0,3,25.0,0,0,7.8958,1,1,0,1,2,2,0,1
796,0,2,39.0,0,0,13.0,1,1,0,1,2,2,2,2
797,1,1,49.0,0,0,25.9292,1,1,1,0,2,4,2,0
798,1,3,31.0,0,0,8.6833,1,1,0,0,2,3,0,2
799,0,3,30.0,0,0,7.2292,1,1,0,1,0,2,0,1
800,0,3,30.0,1,1,24.15,3,0,0,0,2,3,0,0
801,0,2,34.0,0,0,13.0,1,1,0,1,2,2,0,2
802,1,2,31.0,1,1,26.25,3,0,0,0,2,3,0,0
803,1,1,11.0,1,2,120.0,4,0,1,1,2,0,1,3
804,1,3,0.42,0,1,8.5167,2,0,0,1,0,0,1,2
805,1,3,27.0,0,0,6.975,1,1,0,1,2,2,0,1
806,0,3,31.0,0,0,7.775,1,1,0,1,2,2,0,1
807,0,1,39.0,0,0,0.0,1,1,1,1,2,2,2,1
